id_publi	date_publi	nb_authors
868	2005	3
869	2005	3
870	2005	3
871	2005	3
872	2005	4
873	2005	4
874	2005	2
875	2005	7
876	2004	3
877	2004	5
878	2004	7
879	2004	4
880	2004	4
881	2004	9
882	2004	4
883	2004	4
884	2003	22
885	2003	3
886	2003	11
887	2003	4
888	2003	7
889	2003	3
890	2003	2
891	2003	3
892	2003	2
893	2003	2
894	2002	34
895	2002	3
896	2002	2
897	2002	3
898	2002	3
899	2002	6
900	2001	8
901	2001	3
902	2001	8
903	2000	9
904	1999	13
905	1998	14
906	2002	5
907	2002	3
908	2000	4
909	1999	5
910	1997	5
911	1997	5
912	1997	5
913	1996	5
914	1996	5
915	1996	6
916	1996	4
917	2004	17
918	2004	10
919	1993	5
920	1993	6
921	2009	12
922	2008	12
923	2008	13
924	2008	12
925	2008	14
926	2008	13
927	2007	13
928	2007	10
929	2006	13
930	2006	8
931	2006	11
932	2006	12
933	2006	11
934	2005	13
935	2005	11
936	2005	13
937	2004	18
938	2004	14
939	2004	11
940	2004	18
941	2004	8
942	2004	9
943	2004	9
944	2004	10
945	2004	11
946	2004	21
947	2004	10
948	2004	7
949	2004	21
950	2003	15
951	2003	15
952	2003	13
953	2002	15
954	2002	16
955	2002	25
956	2002	23
957	2002	25
958	2002	16
959	2002	20
960	2002	7
961	2001	19
962	2001	21
963	2001	15
964	2001	20
965	2001	20
966	2001	23
967	2001	5
968	2001	20
969	2001	26
970	2001	78
971	2001	21
972	2001	21
973	2001	25
974	2001	22
975	2001	21
976	1998	19
977	1998	17
978	1997	16
979	1997	46
980	1996	15
981	1996	16
982	1996	14
983	1996	17
984	1996	17
985	1996	21
986	1996	14
987	1995	20
988	1993	40
989	1985	5
990	1985	5
991	1985	5
992	1984	8
993	1982	9
994	1982	6
995	1982	10
996	1978	10
997	1974	2
998	1974	3
999	1970	2
1000	2006	7
1001	2007	6
1002	2010	52
1003	2010	75
1004	2010	40
1005	2010	41
1006	2010	45
1007	2010	58
1008	2010	60
1009	2010	51
1010	2010	50
1011	2010	53
1012	2010	33
1013	2010	102
1014	2010	53
1015	2010	48
1016	2010	38
1017	2008	29
1018	1998	7
1019	1991	8
1020	1990	7
1021	1987	8
1022	1987	6
1023	1987	5
1024	1986	5
1025	1986	7
1026	1986	5
1027	1985	7
1028	1985	7
1029	2004	10
1030	2000	25
1031	2000	6
1032	2002	6
1033	2001	10
1034	2011	2
1035	2011	3
1036	2011	3
1037	2009	3
1038	2008	3
1039	2008	3
1040	2008	22
1041	2008	3
1042	2008	3
1043	2007	3
1044	2006	3
1045	2006	3
1046	2001	12
1047	2001	12
1048	2000	4
1049	2010	12
1050	2005	6
1051	2004	5
1052	2004	5
1053	2011	5
1054	2003	20
1055	2001	3
1056	2006	6
1057	2005	5
1058	2005	5
1059	2004	5
1060	2011	5
1061	2008	2
1062	2004	2
1063	2003	2
1064	2003	2
1065	2010	61
1066	2010	69
1067	2010	68
1068	2010	67
1069	2010	61
1070	2010	65
1071	2010	62
1072	2010	71
1073	2010	68
1074	2010	69
1075	2010	66
1076	2010	105
1077	2010	77
1078	2010	69
1079	2010	77
1080	2010	30
1081	2007	5
1082	2005	5
1083	2005	5
1084	2004	5
1085	2010	13
1086	2010	14
1087	2009	9
1088	2009	6
1089	2008	6
1090	2007	8
1091	2007	10
1092	2006	5
1093	2006	8
1094	2005	3
1095	2005	6
1096	2005	3
1097	2005	6
1098	2005	4
1099	2004	5
1100	2004	6
1101	2003	4
1102	2003	5
1103	2010	63
1104	2010	62
1105	2010	69
1106	2010	64
1107	2010	67
1108	2005	5
1109	2005	4
1110	2010	2
1111	2008	4
1112	2005	2
1113	2005	2
1114	2004	2
1115	2003	2
1116	2007	5
1117	2007	4
1118	2006	7
1119	2006	4
1120	2004	9
1121	2004	4
1122	2004	5
1123	2004	4
1124	2004	4
1125	2003	25
1126	2003	26
1127	2003	28
1128	2004	16
1129	1994	3
1130	1994	2
1131	1994	4
1132	1994	4
1133	1994	3
1134	1993	3
1135	1993	3
1136	1993	2
1137	1993	3
1138	1993	3
1139	1993	3
1140	1993	6
1141	1993	6
1142	1992	6
1143	1988	3
1144	1987	4
1145	1987	3
1146	1986	2
1147	1986	2
1148	1985	4
1149	1985	5
1150	1984	2
1151	1983	3
1152	1983	3
1153	1983	3
1154	2011	18
1155	2011	48
1156	2010	79
1157	2010	57
1158	2010	56
1159	2010	52
1160	2010	63
1161	2010	59
1162	2010	70
1163	2010	59
1164	2010	8
1165	2010	55
1166	2010	7
1167	2007	33
1168	2006	7
1169	2005	14
1170	2005	5
1171	2005	8
1172	2005	5
1173	2005	15
1174	2005	5
1175	2005	14
1176	2005	8
1177	2005	15
1178	2005	6
1179	2005	2
1180	2004	9
1181	2004	10
1182	2004	12
1183	2004	7
1184	2004	6
1185	2003	7
1186	2003	5
1187	2003	8
1188	2003	5
1189	2003	7
1190	2003	6
1191	2003	6
1192	2003	10
1193	2003	5
1194	2003	10
1195	2002	6
1196	2002	6
1197	2002	5
1198	2002	9
1199	2002	10
1200	2002	3
1201	2002	5
1202	2002	6
1203	2002	10
1204	2002	8
1205	2001	5
1206	2001	5
1207	2001	5
1208	2001	6
1209	2001	6
1210	2001	15
1211	2001	7
1212	2001	5
1213	2001	6
1214	2000	17
1215	2000	6
1216	2000	14
1217	2000	10
1218	2000	7
1219	2000	5
1220	2000	6
1221	2000	10
1222	2000	7
1223	1999	5
1224	1999	9
1225	1999	7
1226	1999	9
1227	1999	7
1228	1999	10
1229	1999	8
1230	1999	6
1231	1999	20
1232	1999	10
1233	1998	5
1234	1998	7
1235	1998	10
1236	1998	8
1237	1998	10
1238	1998	9
1239	1998	18
1240	1997	7
1241	1997	9
1242	1997	18
1243	1997	7
1244	1996	37
1245	1996	39
1246	1996	32
1247	1996	55
1248	1996	63
1249	2010	26
1250	2010	28
1251	2010	12
1252	2000	3
1253	2000	3
1254	1997	10
1255	1997	10
1256	1997	29
1257	1996	38
1258	1996	43
1259	1996	44
1260	2010	26
1261	2010	166
1262	2009	17
1263	2008	75
1264	2005	12
1265	1996	20
1266	1998	15
1267	2011	4
1268	2010	4
1269	2010	8
1270	2009	5
1271	2007	8
1272	2004	5
1273	1995	4
1274	1996	3
1275	2000	8
1276	2002	8
1277	2009	49
1278	1994	8
1279	2004	9
1280	2002	6
1281	2006	13
1282	2002	12
1283	2005	22
1284	1992	17
1285	2009	14
1286	2009	14
1287	2006	7
1288	2010	14
1289	2006	12
1290	2004	37
1291	2008	9
1292	2009	27
1293	2010	133
1294	2009	167
1295	2010	9
1296	2009	9
1297	2007	4
1298	2006	3
1299	2006	12
1300	2006	7
1301	2006	3
1302	2006	7
1303	2006	7
1304	2006	7
1305	2006	7
1306	2006	7
1307	2005	7
1308	2005	8
1309	2005	12
1310	2005	5
1311	2005	11
1312	2004	3
1313	2004	3
1314	2004	14
1315	2004	14
1316	2004	14
1317	2004	5
1318	2004	12
1319	2004	3
1320	2004	4
1321	2004	3
1322	2004	3
1323	2003	6
1324	2003	5
1325	2003	4
1326	2003	5
1327	2003	11
1328	2003	10
1329	2003	5
1330	2003	6
1331	2003	5
1332	2002	5
1333	2002	4
1334	2002	11
1335	2002	7
1336	2002	4
1337	2002	12
1338	2002	16
1339	2002	16
1340	2001	5
1341	2001	16
1342	2001	16
1343	2001	14
1344	2001	3
1345	2001	3
1346	2001	4
1347	2001	5
1348	2001	5
1349	2001	5
1350	2001	2
1351	2000	3
1352	2000	4
1353	1999	4
1354	1999	4
1355	1998	3
1356	1997	2
1357	1997	3
1358	1996	4
1359	1996	4
1360	1991	4
1361	1991	3
1362	1991	4
1363	1990	2
1364	1990	2
1365	1990	2
1366	1990	2
1367	1989	2
1368	1989	2
1369	1986	4
1370	1986	2
1371	1985	2
1372	1982	3
1373	1981	4
1374	1980	4
1375	1979	4
1376	2008	10
1377	2008	12
1378	2008	11
1379	2007	9
1380	2007	15
1381	2007	13
1382	2007	14
1383	2007	9
1384	2006	14
1385	2004	16
1386	2004	10
1387	2004	19
1388	2003	14
1389	2003	25
1390	2003	18
1391	2003	16
1392	2003	33
1393	2003	30
1394	2003	21
1395	2003	26
1396	2003	30
1397	2003	18
1398	2003	11
1399	2003	12
1400	2000	37
1401	2000	14
1402	1999	29
1403	1999	15
1404	1999	5
1405	1999	35
1406	1998	22
1407	1998	29
1408	1997	25
1409	1997	15
1410	1997	24
1411	1996	11
1412	1996	21
1413	2005	12
1414	2004	12
1415	2004	20
1416	2002	18
1417	2008	13
1418	2001	5
1419	2001	3
1420	1995	16
1421	1995	16
1422	1994	16
1423	1994	16
1424	1994	16
1425	1994	16
1426	1994	16
1427	1993	10
1428	1993	16
1429	1993	16
1430	1993	5
1431	1993	16
1432	1993	16
1433	1993	16
1434	1993	5
1435	1993	5
1436	1992	16
1437	1992	5
1438	1992	5
1439	1992	16
1440	1991	5
1441	1991	16
1442	1991	16
1443	1991	17
1444	1991	18
1445	1991	16
1446	1991	10
1447	1991	10
1448	2010	38
1449	2000	21
1450	2010	74
1451	1999	47
1452	1999	47
1453	1998	47
1454	1998	46
1455	1998	42
1456	1997	42
1457	1995	36
1458	2009	16
1459	2008	15
1460	2007	20
1461	2006	14
1462	2006	12
1463	2005	14
1464	2005	14
1465	2004	11
1466	2006	19
1467	2009	13
1468	2009	12
1469	2009	10
1470	2009	13
1471	2007	14
1472	2006	9
1473	2005	21
1474	2010	10
1475	2010	8
1476	2010	11
1477	2010	10
1478	2009	14
1479	2008	14
1480	2008	16
1481	2008	16
1482	2007	14
1483	2006	16
1484	2006	8
1485	2004	14
1486	2002	10
1487	2001	6
1488	2001	13
1489	2008	11
1490	2010	10
1491	2010	13
1492	2009	12
1493	2009	25
1494	2009	4
1495	2008	8
1496	2008	21
1497	2008	26
1498	2008	18
1499	2007	17
1500	2007	6
1501	2007	23
1502	2007	19
1503	2006	13
1504	2006	13
1505	2006	23
1506	2006	10
1507	2006	8
1508	2005	15
1509	2005	9
1510	2003	11
1511	2003	19
1512	2011	11
1513	2010	10
1514	2010	13
1515	2010	21
1516	2010	16
1517	2010	3
1518	2010	3
1519	2010	8
1520	2009	10
1521	2009	12
1522	2009	6
1523	2009	8
1524	2009	6
1525	2009	6
1526	2008	10
1527	2008	7
1528	2008	5
1529	2008	10
1530	2008	8
1531	2008	14
1532	2008	12
1533	2008	4
1534	2008	16
1535	2008	7
1536	2007	10
1537	2007	14
1538	2007	13
1539	2007	21
1540	2007	10
1541	2007	10
1542	2007	9
1543	2007	9
1544	2006	10
1545	2006	8
1546	2006	8
1547	2006	8
1548	2006	7
1549	2006	12
1550	2006	9
1551	2006	7
1552	2006	7
1553	2006	4
1554	2006	9
1555	2006	8
1556	2006	8
1557	2006	8
1558	2006	6
1559	2006	8
1560	2006	8
1561	2006	10
1562	2005	4
1563	2005	8
1564	2005	6
1565	2005	8
1566	2005	8
1567	2005	16
1568	2005	8
1569	2005	7
1570	2004	12
1571	2004	6
1572	2004	7
1573	2004	17
1574	2004	11
1575	2003	9
1576	2003	9
1577	2003	8
1578	2002	17
1579	2002	6
1580	2001	2
1581	1994	12
1582	1992	10
1583	1989	12
1584	1987	5
1585	1987	5
1586	1986	5
1587	1986	5
1588	1984	7
1589	1984	7
1590	1984	7
1591	2010	10
1592	2007	10
1593	2007	10
1594	2006	10
1595	2006	10
1596	2005	10
1597	2005	9
1598	2011	65
1599	2010	45
1600	2009	39
1601	2005	23
1602	2005	31
1603	2003	32
1604	2003	30
1605	2002	18
1606	2002	2
1607	1998	5
1608	1997	8
1609	1996	8
1610	1995	21
1611	1995	10
1612	1995	10
1613	1995	11
1614	1994	11
1615	1993	10
1616	1993	11
1617	1993	11
1618	1992	7
1619	1991	7
1620	1991	6
1621	1990	7
1622	1990	10
1623	1990	10
1624	1990	13
1625	1990	5
1626	1990	6
1627	1990	10
1628	1989	3
1629	1989	12
1630	1988	5
1631	2007	9
1632	2006	10
1633	2006	10
1634	2005	9
1635	2005	7
1636	2002	7
1637	2001	10
1638	2006	9
1639	2004	10
1640	2003	23
1641	2010	8
1642	2009	27
1643	2009	6
1644	2008	9
1645	2006	12
1646	2006	9
1647	2006	18
1648	2004	9
1649	2004	9
1650	2004	7
1651	2001	13
1652	2001	21
1653	2004	20
1654	2009	18
1655	1998	3
1656	1996	4
1657	2010	7
1658	2008	6
1659	2005	6
1660	2002	5
1661	2002	8
1662	2002	11
1663	2002	5
1664	2002	10
1665	2001	10
1666	2001	5
1667	2001	6
1668	2000	7
1669	2000	3
1670	1999	4
1671	1999	2
1672	1999	4
1673	1999	3
1674	1999	9
1675	1998	2
1676	1997	4
1677	1996	5
1678	1996	3
1679	1996	5
1680	1996	4
1681	1995	4
1682	1995	4
1683	1994	2
1684	1993	3
1685	1992	4
1686	1991	3
1687	1991	2
1688	1991	2
1689	1990	3
1690	1990	3
1691	1987	2
1692	1986	4
1693	1985	5
1694	2008	26
1695	2007	21
1696	2003	18
1697	2002	12
1698	2001	7
1699	1999	7
1700	1999	7
1701	1998	5
1702	1997	3
1703	2010	21
1704	2010	15
1705	2001	20
1706	2001	20
1707	2000	9
1708	2000	22
1709	2000	22
1710	1999	14
1711	1999	13
1712	1999	5
1713	1999	22
1714	1999	9
1715	1999	9
1716	1999	4
1717	1999	13
1718	1999	17
1719	1997	14
1720	1996	4
1721	1995	3
1722	1994	10
1723	1993	4
1724	1990	3
1725	1990	2
1726	1986	5
1727	2008	5
1728	2007	3
1729	2007	9
1730	2007	9
1731	2006	9
1732	2010	3
1733	2007	7
1734	2005	13
1735	2005	8
1736	2010	17
1737	2010	20
1738	2010	16
1739	2010	13
1740	2010	29
1741	2010	31
1742	2010	17
1743	2010	13
1744	2010	18
1745	2010	28
1746	2010	28
1747	2009	23
1748	2009	15
1749	2009	26
1750	2009	15
1751	2009	30
1752	2009	15
1753	2009	25
1754	2009	29
1755	2009	8
1756	2008	29
1757	2008	19
1758	2008	13
1759	2008	23
1760	2008	6
1761	2008	7
1762	2007	28
1763	2007	14
1764	2007	31
1765	2007	7
1766	2007	6
1767	2007	19
1768	2006	23
1769	2006	27
1770	2006	3
1771	2006	8
1772	2006	6
1773	2005	5
1774	2005	4
1775	2005	24
1776	2003	18
1777	2003	8
1778	2003	4
1779	2002	10
1780	2002	25
1781	2002	6
1782	2001	7
1783	2001	10
1784	2001	4
1785	2001	5
1786	2001	7
1787	2001	8
1788	2000	4
1789	2000	8
1790	1999	7
1791	1999	7
1792	1999	4
1793	1999	2
1794	1999	7
1795	2008	19
1796	2007	13
1797	2005	17
1798	2009	7
1799	2009	5
1800	2009	5
1801	2008	8
1802	2008	5
1803	1997	13
1804	1994	6
1805	1993	10
1806	1991	11
1807	1990	7
1808	1989	10
1809	1989	5
1810	1989	7
1811	1989	5
1812	1989	5
1813	1989	12
1814	1989	17
1815	1989	10
1816	1987	11
1817	1987	11
1818	1987	10
1819	1987	22
1820	1987	10
1821	1986	10
1822	1986	10
1823	1986	10
1824	1986	10
1825	1986	12
1826	1986	13
1827	1986	10
1828	1986	14
1829	1984	2
1830	1984	2
1831	1983	10
1832	1981	12
1833	2000	29
1834	1997	4
1835	1997	4
1836	2010	19
1837	2008	19
1838	2008	6
1839	2008	26
1840	2007	17
1841	2006	14
1842	2006	18
1843	2006	6
1844	2006	16
1845	2006	16
1846	2006	20
1847	2005	28
1848	2005	19
1849	2005	21
1850	1999	12
1851	2009	4
1852	2007	6
1853	2007	3
1854	2007	4
1855	2006	8
1856	2008	3
1857	1990	5
1858	2006	6
1859	2004	9
1860	1999	2
1861	1997	2
1862	1997	2
1863	1996	4
1864	1996	2
