V1	V2
3.3459798866476804	-4.886555946638675
0.8698557283729803	6.696887617707213
1.4099859726604902	6.636898059733948
4.5226225260868	-5.3538507651633545
2.4381400787006706	6.380402371610608
-16.460111108508404	-6.608108464045203
-6.52702996603035	-2.754611976786736
4.438389992595334	-2.80992228157152
-9.933784813649991	-5.907888139699352
8.385601112064164	-3.5919753642513985
4.208229848022046	-2.3783227696330465
-17.243877527560276	-6.511869783337434
1.5925516610578412	-2.0176533795464833
8.768399241259772	-3.9399659315943
3.2241045400639177	0.027267529786794937
5.0412525818946685	-4.959574724470085
6.5329114413865925	-1.6729017103881243
-1.6689944224833673	-5.5791044644327545
-7.855957418668071	-6.176721656515084
6.5200561209601355	7.8226522530324925
-9.286012176156643	-9.614511213124354
-10.4543478964082	-7.296088526773351
-7.1150197470167	-1.0343736361452651
7.103453952508532	7.723317440306437
7.309440435294135	5.767003155868208
8.87199441323929	-4.325734657430232
-4.798764697753212	-0.821070647858086
5.683615933201723	-1.9539309200525823
-7.099921352397203	-2.213515295257344
2.9019692982843677	-2.855866072113924
-5.232729354341144	-0.49631340880566693
1.624025058606703	-3.7679822317662093
1.1320241810563225	0.12818850127822193
4.458583258475166	8.797496063744115
-3.1085866921065737	1.6165734074919795
-10.069949542853408	-6.9798452239157065
1.6146703319978861	5.015008125469044
6.966769461626675	5.968111678358152
-12.305264504918437	-5.781721447147406
3.527193081734741	5.825264500346356
-2.830202804598176	1.3971955656408326
1.2454810631267665	-4.2443762309783875
-0.95901635462403	4.7949026878906285
-8.427485234356904	-1.8733581819757272
2.701450314559324	-1.6944488626156664
1.5974643137963553	-2.626172904948645
8.109208108596134	-4.692048692075811
3.6805226912583926	-0.9721256827383881
-17.138779222065853	-5.846597185077479
-5.617812687657285	-6.645067821402677
4.624902284473614	-2.987535222653109
1.2291565282309396	5.291402389958283
0.583335926398493	0.4583436350621417
0.11251704175136765	-5.014608646951391
3.590117888143598	0.0990824985421381
7.357314643621545	7.239856995107954
2.7621885355221334	-3.93059982101556
5.187088005876577	0.8024422328563472
2.7006224868909143	-2.2686036018003395
3.322773410816359	5.415462239719628
-12.084021639267165	-6.177498909294054
0.6899687830098109	1.9826932093123009
-1.8113292840747248	-5.067459503072863
-8.510931548274337	-2.3104886905549393
-16.699094104764892	-6.0566092116948536
-8.806053527522554	-1.7835499918043152
-5.184480014782144	-6.730615744991682
-7.441635477535961	-1.751208492706351
-5.293692937693227	-6.224969328819369
-0.1591395955800648	-0.9150943193959913
-0.8093897707273331	4.34977548579919
0.5633442275633356	6.343843654689036
-8.136956102683508	-6.538973145888145
7.102470918115732	4.004734715955174
4.794447926763198	-1.3097553580086487
3.8499101200332486	5.354258298244105
-0.6563662916066543	5.245790711451821
5.624844539019504	4.278905937251685
-7.5042955424142574	-7.244941090841672
-8.273147405060735	-6.029738953918767
6.602360500070523	3.8813070819730773
-5.721752730987734	-6.1435757043991
5.612094511243305	-1.3577713567014658
8.17934051595975	-4.160169536807197
7.712695502664581	5.589889654709566
-8.978269351727368	-9.273987703238417
5.694977878460837	-0.7051979848000274
1.2731244471549725	6.176567347138053
3.4861611459754926	-2.584230484052094
-1.3207560007621926	-5.794160739343494
5.283964536917289	-2.437396861241342
0.164951286071404	-5.428270895792107
5.16597096142511	5.251286707371527
4.432359379896504	-4.934078125785146
-0.032304789591082086	2.0635286590399735
6.243163014976037	-1.3867194147868525
4.041241295393597	-1.6553604381562241
-16.874088240932725	-6.981145858313272
4.393661699837377	8.369186769560248
-8.32540654389487	-9.671888740229948
3.6334785937995355	4.902485787798646
0.13579375636935292	-1.5148173225064228
5.692559084289663	4.827807199177118
-10.135740475858077	-7.7572420106381825
3.7136191141772326	-4.5256410463548296
-4.765432242913314	-5.488096737062671
7.519010739760013	5.198767379329216
6.770678176424257	4.391101118230264
8.564067407469633	-4.668401000125789
-6.439839896737845	-2.075628187805954
3.5296678441345284	8.745857576982457
4.935238161847463	6.056041771903966
6.75026845272907	7.334435520376081
-8.764298985349772	-9.882592364975833
0.5485834526825983	3.457860594965701
2.402762326964648	-1.1527097908586088
0.47578352548567326	-5.625673108703684
-7.03701067436755	-2.6596097068064264
0.39075737493907436	-1.0631292300075277
5.809947434342056	4.050720799180587
-13.982756919015621	-5.974440018268402
1.7570077661723138	-3.0878215524050514
-11.925486060733345	-5.493720312460733
-1.3529679834922106	-5.226274470846715
4.840230883544203	-4.541142355151008
6.327359851937815	-2.0162888873002864
-1.642802928470957	-4.695719302610078
0.2718328777258257	1.8544697401647579
8.893076584813734	-3.533647726090071
-6.660162518105295	-1.2791976172559711
4.5598426123080715	-0.9231928583385521
0.29503245888944213	0.455734846046214
4.7081237011599875	3.2971909101526293
-0.35067178036009095	-1.3457211002489096
3.48877889797588	-1.0731460504672212
-6.073844411301082	-2.4001024838231095
-0.2814222373523427	4.587018936878901
-9.710746294498266	-7.4955728589961925
5.14496206955916	1.4270768034581445
-6.019777537195387	-3.7721698327827213
-2.7254011805665574	1.0373856476797392
-2.5975827417862867	-5.424367390458474
3.3168745387336793	-4.418946631041416
-12.269606826866392	-5.216070583178472
-7.182735479690203	-1.453785630396544
-0.19371149269513288	5.075189760991104
3.9605318733064383	8.937546121240826
-8.286921844932548	-7.584049871769592
1.507419226179769	2.782482142370949
-9.285819154605795	-4.940257495548815
0.802396562324086	5.363840193326749
3.849750787622544	8.376644758572947
